ax,ay,az,gx,gy,gz,mx,my,mz
0.03,-0.10,1.00,-0.43,0.06,0.06,67.00,-6.00,-17.00
0.04,-0.09,1.00,-0.55,0.06,0.12,66.00,-8.00,-14.00
0.04,-0.09,1.01,-2.99,2.26,-0.12,67.00,-7.00,-18.00
0.03,-0.09,1.00,-1.40,-0.12,0.31,67.00,-6.00,-19.00
0.03,-0.10,1.00,-1.40,0.12,0.06,66.00,-6.00,-18.00
0.03,-0.10,1.00,-1.53,0.31,0.12,68.00,-5.00,-17.00
0.03,-0.11,1.00,-8.30,-0.79,-23.74,66.00,-5.00,-20.00
0.03,-0.10,1.00,10.99,-0.55,-1.28,67.00,-5.00,-14.00
0.05,-0.10,1.00,-11.78,6.77,9.95,66.00,-6.00,-17.00
0.01,-0.15,1.00,26.43,-4.21,6.90,66.00,-6.00,-16.00
0.04,-0.09,1.02,-17.52,-15.26,-13.98,65.00,-6.00,-14.00
-0.04,-0.17,0.98,-54.50,16.97,9.58,66.00,-6.00,-16.00
-0.02,0.05,0.95,-6.10,11.47,15.26,65.00,-5.00,-18.00
-0.01,-0.11,1.54,110.23,-36.87,-36.07,67.00,-6.00,-22.00
-0.02,-0.07,1.04,-20.14,0.49,-11.72,67.00,-6.00,-20.00
-0.12,-0.13,0.96,6.77,-0.98,0.43,71.00,-6.00,-19.00
0.05,0.01,0.99,34.67,-5.98,4.33,70.00,-8.00,-18.00
0.02,-0.04,1.01,-4.27,2.38,1.53,71.00,-8.00,-20.00
0.02,-0.04,1.01,6.47,5.13,11.78,68.00,-8.00,-12.00
0.04,-0.03,0.99,7.45,-15.14,6.96,65.00,-6.00,-15.00
-0.02,-0.01,1.00,4.21,37.72,9.34,64.00,-7.00,-20.00
0.06,-0.15,1.10,26.43,14.89,10.68,66.00,-5.00,-14.00
0.07,0.03,0.99,-11.72,13.79,23.80,63.00,-5.00,-14.00
0.19,-0.10,1.03,31.62,1.65,1.34,60.00,-7.00,-10.00
0.20,-0.21,0.94,57.86,13.79,3.54,57.00,-6.00,-12.00
0.23,-0.24,0.91,83.86,16.05,-5.43,53.00,-10.00,-5.00
0.18,-0.45,0.82,84.05,10.38,-7.45,52.00,-8.00,-8.00
0.20,-0.62,0.80,88.26,5.68,-23.25,47.00,-9.00,-11.00
0.16,-0.78,0.63,75.07,4.39,-9.70,47.00,-11.00,-7.00
0.17,-0.83,0.58,58.11,6.90,-7.32,44.00,-11.00,-12.00
0.17,-0.84,0.48,43.33,5.19,0.37,41.00,-11.00,-8.00
0.15,-0.91,0.39,6.41,1.40,-1.89,41.00,-11.00,-10.00
0.14,-0.88,0.42,-80.75,-7.57,12.33,40.00,-12.00,-8.00
0.17,-0.66,0.69,-135.50,-1.59,5.80,46.00,-10.00,-3.00
0.19,-0.42,0.90,-149.11,-7.08,-0.37,50.00,-12.00,-3.00
0.16,-0.10,1.00,-144.23,-11.90,15.08,63.00,-9.00,-10.00
0.13,0.13,0.97,-116.52,-12.45,12.39,65.00,-8.00,-18.00
0.10,0.34,0.91,-116.70,-8.30,15.99,68.00,-8.00,-14.00
0.07,0.49,0.80,-105.10,-5.80,16.42,69.00,-6.00,-16.00
0.03,0.66,0.69,-57.43,0.43,9.89,72.00,-2.00,-26.00
0.03,0.78,0.57,-50.72,2.44,6.65,69.00,-7.00,-26.00
0.04,0.83,0.58,-12.39,2.81,2.26,72.00,-4.00,-30.00
0.03,0.82,0.58,26.00,1.34,-4.21,72.00,-6.00,-26.00
0.03,0.69,0.67,103.82,2.32,-13.92,70.00,-3.00,-24.00
0.05,0.50,0.85,107.06,2.14,-12.02,68.00,-4.00,-25.00
0.12,0.28,1.00,167.79,15.69,-23.44,67.00,-5.00,-18.00
0.12,-0.16,1.02,172.18,13.43,-24.78,60.00,-8.00,-11.00
0.13,-0.40,0.86,160.16,16.42,-17.70,57.00,-9.00,-10.00
0.16,-0.57,0.78,123.05,12.76,-12.08,51.00,-6.00,-7.00
0.19,-0.71,0.65,62.01,12.76,-2.81,47.00,-12.00,-2.00
0.19,-0.79,0.55,38.27,6.16,-2.50,44.00,-12.00,-1.00
0.18,-0.83,0.52,-41.20,0.24,0.43,44.00,-10.00,-6.00
0.20,-0.68,0.73,-190.43,-1.89,22.22,49.00,-11.00,-2.00
0.19,-0.35,0.91,-165.83,-2.69,1.83,58.00,-10.00,-3.00
0.20,0.04,0.99,-176.64,-2.56,18.31,68.00,-12.00,-12.00
0.18,0.41,0.90,-164.18,-5.25,33.69,71.00,-9.00,-14.00
0.13,0.69,0.72,-126.83,-3.11,26.55,74.00,-8.00,-22.00
0.10,0.90,0.60,-95.76,-0.79,27.89,73.00,-9.00,-20.00
0.07,0.91,0.47,-62.81,9.16,10.19,73.00,-6.00,-29.00
0.04,0.94,0.38,22.77,0.98,-2.56,72.00,-5.00,-34.00
0.04,0.80,0.54,156.25,2.38,-21.12,73.00,-4.00,-29.00
0.13,0.70,0.80,147.40,-3.97,-26.18,70.00,-7.00,-19.00
0.11,0.38,0.85,99.00,-7.75,-19.29,69.00,-10.00,-19.00
0.09,0.27,0.92,55.91,-20.63,-17.40,70.00,-8.00,-16.00
0.08,0.18,1.01,-1.28,-11.47,3.54,68.00,-7.00,-17.00
0.01,0.14,1.06,44.31,-52.61,18.86,69.00,-8.00,-18.00
-0.23,0.02,0.75,49.68,-104.31,25.21,65.00,-3.00,-25.00
-0.48,0.05,0.70,21.97,-122.74,27.28,64.00,-2.00,-27.00
-0.58,0.09,0.70,-11.78,-53.83,11.66,64.00,-5.00,-39.00
-0.63,0.02,0.70,-7.26,-55.42,13.98,61.00,-6.00,-40.00
-0.67,0.03,0.73,-18.86,-27.04,9.83,60.00,-9.00,-51.00
-0.69,0.06,0.69,-11.84,9.95,-6.04,59.00,-10.00,-52.00
-0.61,0.13,0.93,14.83,119.93,-19.17,60.00,-6.00,-49.00
-0.47,-0.05,0.81,5.74,142.03,-18.07,63.00,-4.00,-29.00
-0.15,0.02,0.99,31.25,163.39,-4.33,63.00,-6.00,-14.00
0.29,-0.04,1.04,-2.99,126.59,-4.70,65.00,-12.00,-5.00
0.52,-0.04,0.84,-24.54,122.38,-3.17,66.00,-20.00,3.00
0.72,0.03,0.60,-25.15,81.79,-3.54,67.00,-33.00,8.00
0.84,0.03,0.58,-27.71,50.54,-4.70,71.00,-39.00,7.00
0.87,0.06,0.43,-11.29,29.42,-9.09,71.00,-43.00,14.00
0.86,-0.01,0.31,24.66,-18.37,7.57,73.00,-43.00,5.00
0.75,-0.04,0.18,62.74,-99.85,26.00,67.00,-35.00,12.00
0.45,-0.08,0.61,-21.24,-196.53,35.71,66.00,-27.00,6.00
0.36,0.18,1.62,-5.55,-160.95,25.15,66.00,-15.00,-5.00
-0.08,0.33,1.14,16.54,-71.84,1.77,64.00,-6.00,-16.00
-0.35,0.26,0.93,-6.47,-78.61,14.65,60.00,-4.00,-34.00
-0.46,0.08,0.84,-21.85,-54.63,2.20,61.00,-2.00,-38.00
-0.55,0.09,0.87,-18.92,-61.10,18.31,57.00,-4.00,-43.00
-0.60,0.08,0.87,-16.85,-5.92,-6.16,60.00,-6.00,-43.00
-0.54,0.11,1.01,9.77,55.11,-13.43,58.00,-8.00,-43.00
-0.49,0.17,0.91,23.80,149.54,-30.88,60.00,-4.00,-40.00
-0.13,0.11,1.02,22.58,158.02,-35.22,61.00,-5.00,-25.00
0.12,0.05,0.96,-10.01,175.48,-25.76,64.00,-15.00,2.00
0.48,0.14,0.70,-27.28,117.00,-21.18,66.00,-23.00,1.00
0.74,0.02,0.73,-15.26,79.71,-29.91,66.00,-31.00,2.00
0.80,-0.04,0.40,-21.18,58.29,-22.16,69.00,-38.00,7.00
0.89,-0.00,0.43,-4.88,23.13,6.23,73.00,-46.00,10.00
0.91,0.07,0.48,5.62,-8.85,14.10,72.00,-46.00,9.00
0.78,0.11,0.45,4.76,-64.27,18.80,71.00,-42.00,9.00
0.54,0.03,0.40,-17.33,-127.69,37.48,69.00,-33.00,9.00
0.29,0.14,0.63,-20.14,-122.01,47.24,70.00,-22.00,0.00
0.11,0.21,1.04,-9.77,-100.34,39.67,66.00,-5.00,-11.00
0.06,0.24,1.04,22.22,-15.93,-4.94,66.00,-6.00,-12.00
0.04,0.27,1.11,-4.03,-10.74,-11.35,64.00,-7.00,-19.00
-0.02,0.11,0.89,22.52,-4.64,-11.90,66.00,-5.00,-20.00
0.00,0.13,1.09,6.35,-17.03,-1.83,66.00,-4.00,-18.00
0.00,0.11,1.25,30.58,50.35,1.46,67.00,-6.00,-25.00
0.01,0.02,1.01,-70.56,17.94,-11.72,66.00,-5.00,-18.00
0.02,0.09,1.01,-4.76,0.49,-0.12,65.00,-6.00,-14.00
0.02,0.08,1.00,0.37,0.00,0.06,67.00,-4.00,-19.00
0.01,0.08,1.00,1.53,0.00,0.12,64.00,-6.00,-22.00
0.01,0.08,1.01,1.22,0.00,-0.06,67.00,-5.00,-18.00
0.02,0.07,1.00,0.85,0.06,-0.06,66.00,-5.00,-24.00
0.02,0.07,1.00,0.67,0.06,0.00,65.00,-5.00,-20.00
0.02,0.07,1.01,0.49,0.06,0.06,66.00,-7.00,-21.00
0.02,0.07,1.00,0.49,0.00,0.00,67.00,-6.00,-20.00
0.02,0.07,1.01,0.37,0.06,-0.06,66.00,-7.00,-16.00
0.02,0.07,1.01,0.37,0.06,0.00,66.00,-6.00,-19.00
0.02,0.06,1.01,-0.06,0.12,0.00,66.00,-5.00,-17.00
0.02,0.06,1.01,-0.12,0.06,-0.06,66.00,-7.00,-18.00
