ax,ay,az,gx,gy,gz,mx,my,mz
0.27,-0.08,1.28,23.99,16.78,60.06,63.00,15.00,3.00
0.27,-0.22,0.96,59.08,69.40,24.72,40.00,-8.00,14.00
0.40,-0.24,0.80,106.45,143.55,-11.72,27.00,-22.00,8.00
0.58,-0.49,0.53,104.80,137.33,-25.39,20.00,-31.00,0.00
0.53,-0.82,0.06,25.45,133.48,-15.32,17.00,-38.00,0.00
0.54,-0.68,-0.03,-12.63,145.57,-16.17,16.00,-42.00,1.00
0.53,-1.08,-0.48,-68.60,106.26,5.68,16.00,-53.00,-8.00
0.62,-1.02,-0.54,-99.49,37.23,37.60,19.00,-59.00,-3.00
0.57,-1.01,-0.69,-155.33,-108.70,134.83,26.00,-62.00,2.00
0.53,-0.38,-0.09,-154.79,-182.56,147.58,50.00,-46.00,15.00
0.31,0.17,0.54,-175.42,-215.64,171.57,61.00,-30.00,16.00
-0.00,0.54,0.87,-96.50,-121.52,129.52,72.00,-10.00,3.00
-0.15,0.53,1.07,81.12,8.48,96.92,72.00,6.00,1.00
-0.04,0.61,1.12,73.43,52.43,35.64,24.00,-1.00,34.00
0.01,0.36,1.07,47.67,24.05,-29.24,22.00,-15.00,27.00
0.10,0.01,1.30,226.56,171.39,-41.63,33.00,-19.00,24.00
0.15,-0.41,0.67,193.73,222.96,-41.99,28.00,-25.00,6.00
0.35,-0.64,0.17,41.08,172.36,-39.98,16.00,-36.00,-5.00
0.35,-0.89,-0.30,6.10,129.21,-39.25,18.00,-42.00,-2.00
0.42,-0.85,-0.27,11.41,106.14,-24.78,16.00,-44.00,0.00
0.40,-1.17,-0.38,-117.80,86.55,-1.71,18.00,-46.00,-3.00
0.38,-1.36,-0.46,-190.12,7.08,112.61,31.00,-57.00,12.00
0.52,-0.65,0.01,-189.09,-75.01,211.73,51.00,-57.00,12.00
0.54,-0.14,0.26,-132.26,-102.42,170.53,67.00,-50.00,16.00
0.42,0.34,0.66,-55.85,-71.11,149.90,78.00,-25.00,3.00
0.21,0.52,0.84,31.31,-59.94,124.02,76.00,-15.00,0.00
0.09,0.38,0.92,78.61,-51.64,92.35,77.00,-6.00,16.00
0.04,0.38,1.28,141.17,4.03,106.45,56.00,2.00,53.00
0.03,0.27,1.46,177.31,108.70,102.11,8.00,-22.00,-1.00
0.23,-0.13,1.44,225.71,258.00,27.40,6.00,-31.00,-11.00
0.32,-0.46,0.23,-29.72,207.46,-49.87,1.00,-39.00,-19.00
0.46,-0.89,-0.19,-35.46,123.96,-14.71,5.00,-41.00,-15.00
0.47,-0.71,-0.24,-93.57,92.83,-12.21,16.00,-41.00,-4.00
0.37,-0.98,-0.18,-118.77,78.31,-63.78,24.00,-45.00,5.00
0.44,-1.17,0.11,-174.87,31.19,6.65,33.00,-45.00,9.00
0.59,-1.09,0.60,-247.99,-2.56,95.09,61.00,-45.00,16.00
0.58,-0.61,0.64,-193.05,-15.20,130.37,75.00,-42.00,7.00
0.50,0.03,0.76,-113.28,-13.85,153.50,85.00,-33.00,0.00
0.30,0.37,0.51,-105.10,-5.62,149.41,86.00,-24.00,-6.00
0.06,0.59,0.37,-37.78,-31.68,149.78,82.00,-9.00,-18.00
-0.08,0.84,0.82,60.49,-18.55,130.80,85.00,1.00,-21.00
-0.16,0.61,1.21,116.58,19.90,122.74,96.00,22.00,-8.00
-0.20,0.33,1.81,337.40,179.20,119.87,55.00,56.00,57.00
-0.41,0.61,0.49,302.06,293.70,-173.89,4.00,-23.00,-9.00
0.17,-1.16,0.84,-136.41,233.95,-103.58,17.00,-27.00,0.00
0.35,-2.67,-0.29,-466.13,120.30,134.16,35.00,-35.00,15.00
0.04,-0.10,-0.39,-312.50,-130.62,411.74,72.00,-39.00,10.00
0.01,0.82,2.23,87.40,9.34,251.71,70.00,5.00,-30.00
-0.72,1.47,2.82,358.83,404.85,183.11,19.00,4.00,13.00
-0.58,0.16,0.64,144.59,298.65,-215.39,11.00,-26.00,-7.00
0.30,-0.81,0.87,-327.03,141.36,-164.73,22.00,-28.00,9.00
0.54,-0.93,0.51,-407.96,-83.80,293.58,82.00,-23.00,-5.00
-0.13,0.03,1.40,50.84,-214.11,234.31,69.00,-1.00,-25.00
-0.90,0.38,2.63,391.05,199.71,399.84,41.00,21.00,-7.00
-0.65,0.81,1.51,0.49,445.13,-161.56,6.00,-30.00,-8.00
-0.43,-0.74,0.20,-154.36,266.24,-222.23,13.00,-39.00,1.00
0.24,-2.06,1.84,-263.49,300.11,-139.40,33.00,-43.00,12.00
0.91,-1.75,-0.89,143.43,215.39,204.10,63.00,-81.00,7.00
0.02,-0.57,-1.55,-38.15,-238.89,248.11,81.00,-77.00,1.00
-0.84,0.68,-0.31,3.05,-448.36,297.67,85.00,-37.00,6.00
-2.31,0.29,0.75,21.79,-492.98,333.01,70.00,0.00,-25.00
-1.13,-0.36,2.26,-46.14,307.68,359.07,46.00,-10.00,-63.00
-1.42,0.20,1.33,-70.74,747.50,200.93,1.00,-27.00,-13.00
-0.23,-0.98,0.66,-234.62,629.15,-97.90,20.00,-62.00,7.00
0.79,-2.75,-1.65,-361.33,180.60,309.20,34.00,-79.00,0.00
-1.11,-0.61,-2.38,-93.08,-361.82,512.39,76.00,-85.00,-3.00
-2.55,-0.12,0.31,163.51,-627.08,371.52,90.00,-35.00,1.00
-1.94,-0.40,1.36,110.05,-245.42,454.16,61.00,2.00,-40.00
-1.60,-1.01,2.15,73.43,459.35,405.40,16.00,-28.00,-66.00
-0.65,-0.44,2.38,-421.87,670.72,129.33,-3.00,-43.00,-29.00
0.06,-0.86,0.20,-356.20,562.26,-169.01,12.00,-63.00,-7.00
-0.19,-1.69,-1.36,-380.98,177.37,569.34,26.00,-76.00,-2.00
-1.73,-0.65,-1.41,128.97,-450.81,562.13,78.00,-86.00,-7.00
-2.92,-0.44,0.69,355.65,-544.07,479.31,59.00,3.00,-37.00
-1.55,-0.51,1.57,-126.65,67.26,458.44,30.00,-14.00,-62.00
-1.45,-0.76,1.76,-84.35,563.90,393.98,2.00,-27.00,-59.00
-0.38,-0.80,2.24,-403.44,612.92,-217.10,0.00,-51.00,-19.00
1.15,-3.51,-0.64,-308.35,282.23,46.94,14.00,-63.00,0.00
-1.05,-1.78,-3.32,-419.92,-17.64,581.54,90.00,-76.00,-12.00
-2.63,0.23,0.18,95.34,-533.63,553.96,87.00,-21.00,-9.00
-1.74,-0.13,1.53,260.86,-238.83,399.60,53.00,0.00,-43.00
-1.48,-0.54,3.18,4.82,411.93,424.74,23.00,-16.00,-72.00
-0.30,0.75,2.84,-570.56,669.01,-61.71,-4.00,-35.00,-48.00
0.11,-2.45,-0.45,-247.99,481.26,-267.33,10.00,-57.00,-2.00
-1.16,-2.20,-2.82,-583.68,168.88,701.66,74.00,-89.00,-6.00
-3.44,-0.06,0.56,227.05,-574.16,646.12,94.00,-27.00,-8.00
-1.71,-0.63,1.05,29.54,-270.45,369.14,53.00,1.00,-41.00
-2.08,-0.87,2.57,46.33,524.72,409.61,22.00,-17.00,-63.00
-0.61,1.12,2.70,-534.79,636.72,-252.26,9.00,-54.00,-4.00
0.44,-1.86,-0.65,-160.28,417.91,-129.64,20.00,-64.00,0.00
-0.98,-1.93,-2.33,-541.93,180.48,661.74,52.00,-87.00,0.00
-3.14,0.44,-0.03,357.12,-520.45,613.77,100.00,-57.00,-13.00
-1.37,-0.33,1.74,183.84,-290.47,368.29,72.00,-2.00,-21.00
-1.84,-0.03,1.83,-34.36,267.52,504.88,2.00,-22.00,-61.00
-0.94,-0.53,2.53,-317.38,452.82,294.92,0.00,-53.00,-29.00
-0.04,-0.83,1.70,-237.24,402.65,-86.18,7.00,-67.00,-19.00
0.56,-0.46,0.11,-132.08,251.40,-23.07,11.00,-72.00,-21.00
0.56,-0.46,-0.30,-113.40,146.73,-43.21,16.00,-76.00,-16.00
0.24,-0.75,-0.74,-103.09,123.60,-51.45,14.00,-77.00,-28.00
0.35,-0.65,-0.58,-98.39,79.41,-44.68,17.00,-75.00,-22.00
0.30,-0.92,-0.53,-159.61,61.52,-15.81,15.00,-74.00,-20.00
-0.20,-3.03,-1.29,-148.07,79.16,121.28,28.00,-83.00,-8.00
-2.93,-1.51,-0.92,49.13,-228.64,946.96,78.00,-74.00,-3.00
-1.03,1.32,1.40,111.02,-360.05,334.66,59.00,-16.00,5.00
-0.92,0.59,0.85,43.76,48.10,253.11,39.00,-2.00,-10.00
-0.76,0.24,0.87,28.02,98.63,150.51,23.00,-6.00,-7.00
-0.63,-0.12,0.87,41.20,66.96,150.45,3.00,-48.00,-10.00
0.01,-0.58,2.60,72.45,282.84,167.11,5.00,-64.00,-17.00
-0.46,-1.10,2.03,-427.25,532.04,86.79,13.00,-81.00,-40.00
0.38,-0.41,0.33,-214.84,273.13,46.57,12.00,-75.00,-46.00
0.39,-0.79,-0.93,-196.96,200.20,2.32,8.00,-67.00,-40.00
0.30,-0.64,-0.71,-136.78,163.76,53.89,9.00,-71.00,-31.00
0.06,-0.88,-1.03,-114.56,117.25,50.78,13.00,-75.00,-28.00
-0.06,-0.79,-0.84,-15.99,30.40,68.91,17.00,-78.00,-22.00
-0.42,-0.77,-1.81,-83.07,-201.35,66.28,26.00,-84.00,-14.00
-0.10,1.60,2.57,-467.10,-484.07,288.33,69.00,-46.00,12.00
0.50,-0.40,1.40,350.40,-153.44,-30.82,69.00,-31.00,8.00
0.26,2.32,2.07,207.09,-51.27,27.10,69.00,-21.00,3.00
0.21,1.92,1.75,-0.98,-61.10,65.80,71.00,-11.00,-11.00
0.09,2.62,1.51,-63.23,-52.06,87.22,68.00,-5.00,-12.00
0.02,2.70,1.65,55.91,10.19,29.91,71.00,-3.00,-21.00
0.06,2.96,1.86,316.28,44.07,47.18,70.00,-1.00,-20.00
0.06,2.86,1.75,182.13,68.18,61.65,65.00,-3.00,-11.00
0.15,2.50,1.72,42.05,47.67,-12.57,59.00,2.00,-16.00
0.15,1.73,1.88,125.98,23.32,112.24,58.00,2.00,-13.00
0.07,1.24,1.71,127.93,17.58,135.68,53.00,6.00,-6.00
-0.03,1.65,1.49,181.64,161.13,122.80,40.00,5.00,7.00
0.30,0.13,1.29,190.00,195.80,31.86,13.00,-25.00,0.00
0.16,0.40,0.41,60.42,310.00,-137.57,12.00,-39.00,1.00
0.51,-0.59,0.27,-14.10,228.33,-80.38,12.00,-44.00,-3.00
0.55,-0.52,-0.36,-65.37,106.99,-34.79,15.00,-52.00,2.00
0.60,-0.69,-0.07,-12.88,42.79,-23.25,21.00,-55.00,5.00
0.53,-0.90,-0.25,5.37,37.41,-37.54,24.00,-58.00,2.00
0.60,-1.38,-0.28,-358.52,-25.63,248.90,25.00,-58.00,8.00
0.43,-2.31,-0.80,-99.24,-94.24,12.08,38.00,-58.00,16.00
0.16,-0.26,-1.23,147.71,-285.10,-56.76,70.00,-51.00,15.00
0.93,-0.04,1.00,105.47,-146.67,-45.35,74.00,-51.00,9.00
0.60,-0.56,-0.02,502.32,36.44,-258.12,54.00,-57.00,17.00
0.53,-1.17,-0.21,-192.75,-104.31,134.09,27.00,-52.00,10.00
0.66,-0.54,0.41,215.39,-10.07,-127.26,57.00,-42.00,18.00
0.30,-0.54,-0.28,203.74,109.01,-157.96,34.00,-49.00,13.00
0.85,-0.43,1.16,81.73,82.52,-52.06,46.00,-50.00,14.00
0.79,-0.96,1.29,-85.02,138.61,-32.65,51.00,-45.00,13.00
0.77,-0.54,1.16,-144.96,42.60,-16.11,58.00,-38.00,15.00
0.65,-0.54,1.07,-74.71,61.58,-8.30,62.00,-30.00,13.00
0.65,-0.44,1.33,-47.61,62.26,-42.30,64.00,-25.00,9.00
0.57,0.07,1.18,-39.67,1.28,-9.95,67.00,-17.00,11.00
0.35,1.18,1.50,-17.94,-84.72,-9.28,62.00,-7.00,-5.00
-0.45,1.77,0.84,-6.29,-121.77,78.98,58.00,1.00,-16.00
-0.43,2.07,2.22,155.58,166.93,80.57,49.00,3.00,-33.00
-0.67,2.25,0.97,127.62,107.67,-16.42,39.00,2.00,-23.00
-0.65,2.31,1.20,146.73,31.62,4.33,36.00,5.00,-25.00
-0.62,1.23,1.40,158.75,61.10,101.38,34.00,8.00,-28.00
-0.34,1.33,1.38,-91.43,-84.29,12.88,32.00,6.00,-17.00
-0.09,0.14,2.05,-15.56,-4.64,43.15,38.00,5.00,-27.00
-0.34,0.63,1.58,208.44,36.13,103.82,33.00,4.00,-14.00
-0.31,0.22,1.54,109.07,33.02,202.27,34.00,3.00,-4.00
-0.39,-0.23,2.14,24.29,-2.62,229.25,19.00,8.00,-5.00
-1.03,-0.27,0.84,159.30,373.47,18.31,8.00,-31.00,-8.00
-0.36,-0.83,-0.64,125.98,7.51,-25.70,5.00,-37.00,-10.00
-0.12,0.08,0.99,-53.04,-48.52,-35.71,6.00,-37.00,-13.00
-0.16,-0.54,0.49,101.56,121.64,11.29,9.00,-31.00,-1.00
0.63,-1.14,1.43,226.38,124.45,28.75,16.00,-39.00,3.00
0.86,-2.23,0.36,-38.94,54.81,46.39,20.00,-45.00,5.00
0.67,-1.91,-0.51,22.34,28.99,36.01,23.00,-49.00,10.00
0.53,-1.72,-0.40,-60.79,167.11,-81.18,19.00,-50.00,9.00
0.48,-1.97,-0.72,-155.15,147.52,-82.03,41.00,-58.00,17.00
0.90,-1.10,-0.16,-306.09,40.47,60.79,43.00,-57.00,16.00
1.07,-0.79,0.65,-438.54,-7.51,51.88,47.00,-50.00,17.00
0.99,-0.44,0.93,-220.34,-32.41,12.82,63.00,-46.00,12.00
0.77,-0.44,0.64,100.52,62.56,-60.24,68.00,-49.00,13.00
0.55,-0.81,0.38,12.63,26.12,33.75,64.00,-50.00,12.00
0.62,-0.34,0.40,21.91,15.93,45.29,65.00,-49.00,15.00
0.80,-0.26,0.49,-5.74,0.06,51.09,64.00,-50.00,13.00
0.84,-0.25,0.42,10.31,-6.53,70.68,66.00,-49.00,16.00
0.85,-0.12,0.47,12.57,-36.13,99.85,64.00,-46.00,18.00
0.75,-0.07,0.51,27.04,-86.43,129.94,63.00,-41.00,15.00
0.31,0.28,0.61,70.92,-154.36,209.78,59.00,-28.00,15.00
-0.37,0.56,0.84,-20.75,-194.82,155.40,35.00,-11.00,-3.00
-0.67,0.14,0.59,11.54,-130.37,135.44,26.00,-7.00,-7.00
-0.80,0.17,0.73,49.68,-48.16,107.79,18.00,-8.00,-15.00
-0.75,-0.16,0.69,-1.89,15.14,97.78,8.00,-15.00,-20.00
-0.64,-0.32,0.72,-14.40,66.41,75.68,-4.00,-42.00,-22.00
-0.43,-0.44,0.89,33.39,73.12,76.97,-1.00,-52.00,-32.00
-0.25,-0.50,0.93,-10.86,78.61,70.62,2.00,-56.00,-36.00
0.01,-0.47,0.97,12.15,108.64,53.41,4.00,-61.00,-42.00
0.31,-0.48,0.97,-14.22,112.49,61.52,6.00,-66.00,-35.00
0.52,-0.39,0.95,-68.85,119.87,77.33,5.00,-71.00,-46.00
0.66,-0.15,0.67,-47.55,107.24,43.09,8.00,-77.00,-36.00
0.87,-0.04,0.49,-37.96,109.19,46.63,14.00,-81.00,-39.00
0.94,0.11,0.40,-67.20,90.03,49.62,17.00,-84.00,-40.00
0.89,0.20,0.14,-64.82,95.95,40.41,19.00,-87.00,-43.00
0.81,0.23,-0.23,-96.56,97.47,32.96,19.00,-84.00,-45.00
0.74,0.25,-0.49,-81.73,76.42,31.43,20.00,-85.00,-45.00
0.67,0.23,-0.60,-73.55,57.50,24.35,19.00,-84.00,-44.00
0.58,0.18,-0.74,-74.10,48.40,17.82,19.00,-86.00,-47.00
0.52,0.02,-0.89,-78.80,28.38,13.61,20.00,-84.00,-41.00
0.50,-0.04,-0.89,-63.60,16.48,25.88,20.00,-85.00,-39.00
0.50,-0.12,-0.90,-45.04,8.18,20.02,22.00,-83.00,-38.00
0.48,-0.16,-0.90,-60.00,-0.12,25.82,20.00,-84.00,-31.00
0.53,-0.19,-0.88,-77.51,-18.55,16.78,21.00,-86.00,-30.00
0.68,-0.44,-0.73,-115.05,-27.28,12.39,28.00,-85.00,-17.00
0.66,-0.66,-0.64,-295.65,-126.10,30.46,33.00,-83.00,-6.00
0.76,-0.79,-0.44,-122.62,-156.74,96.50,47.00,-79.00,3.00
0.68,-0.26,0.10,-139.10,-174.01,113.71,56.00,-65.00,12.00
0.60,0.09,0.67,-101.99,-123.23,104.31,75.00,-34.00,5.00
0.44,0.28,0.83,-20.69,-67.38,87.59,77.00,-20.00,1.00
0.28,0.31,0.77,-5.86,-52.67,77.94,76.00,-16.00,-5.00
0.12,0.46,0.82,-47.36,-49.44,78.67,71.00,-8.00,-4.00
-0.04,0.54,0.85,-20.87,-38.76,56.76,64.00,-4.00,-13.00
-0.13,0.55,0.89,-38.57,-20.39,43.40,60.00,-4.00,-20.00
-0.22,0.58,0.72,-28.93,-4.64,37.96,56.00,-2.00,-17.00
-0.19,0.58,0.79,-12.51,8.85,29.79,50.00,-4.00,-19.00
-0.18,0.62,0.90,23.99,42.91,17.33,49.00,-5.00,-21.00
-0.06,0.42,1.14,91.98,142.88,23.01,44.00,-10.00,-10.00
0.22,0.31,1.50,67.14,293.46,12.33,27.00,-18.00,-5.00
0.63,-0.10,0.96,163.94,302.00,20.81,32.00,-53.00,9.00
0.72,0.01,-0.04,94.91,229.55,95.03,26.00,-75.00,-3.00
0.78,0.36,-0.16,48.22,125.24,85.75,29.00,-87.00,-16.00
0.70,0.48,-0.23,-4.09,102.11,74.10,31.00,-91.00,-33.00
0.31,0.67,-0.57,-7.51,76.90,61.95,43.00,-98.00,-43.00
0.29,0.64,-0.71,-42.91,19.23,39.18,47.00,-97.00,-49.00
0.30,0.57,-0.73,-48.58,-10.62,30.94,50.00,-96.00,-47.00
0.26,0.56,-0.78,-62.87,-39.37,9.70,49.00,-98.00,-45.00
0.46,0.40,-0.86,-53.59,-40.16,-6.77,49.00,-95.00,-38.00
0.45,0.17,-1.42,-33.75,-158.63,19.53,49.00,-97.00,-32.00
0.55,0.37,-0.96,161.13,-268.68,20.26,48.00,-96.00,-15.00
0.49,0.47,0.22,117.00,-275.76,44.92,45.00,-80.00,3.00
0.12,0.37,0.89,99.55,-279.54,46.26,29.00,-42.00,9.00
-0.03,0.22,1.05,57.80,-147.95,65.55,21.00,-28.00,0.00
-0.27,0.16,0.95,50.90,-69.95,78.98,14.00,-26.00,-3.00
-0.38,0.02,0.89,29.36,-21.73,65.73,7.00,-29.00,-13.00
-0.37,-0.10,1.00,1.71,34.30,54.44,4.00,-43.00,-22.00
-0.33,-0.14,1.03,-25.57,56.15,43.70,6.00,-48.00,-25.00
-0.21,-0.05,1.12,-25.57,90.82,29.48,9.00,-50.00,-25.00
0.01,0.01,1.11,-42.18,145.14,-28.14,8.00,-57.00,-19.00
0.30,0.15,1.00,-20.39,196.35,-93.14,3.00,-60.00,-20.00
0.46,-0.14,0.61,-7.75,187.13,-152.34,2.00,-58.00,-20.00
0.75,-0.34,0.63,-96.98,84.78,-149.29,4.00,-52.00,-12.00
0.78,-0.51,0.48,-75.93,61.04,-103.09,18.00,-60.00,7.00
0.82,-0.49,0.37,-92.71,35.83,-41.99,28.00,-57.00,11.00
0.84,-0.51,0.41,-95.89,-2.08,-7.81,39.00,-53.00,15.00
0.92,-0.53,0.38,-55.36,-27.83,20.69,45.00,-45.00,14.00
0.78,-0.36,0.32,-49.62,-57.37,46.63,52.00,-39.00,12.00
0.68,-0.19,0.55,-45.84,-56.58,36.44,55.00,-33.00,8.00
0.58,-0.05,0.74,-29.36,-53.47,43.03,57.00,-27.00,8.00
0.40,0.10,0.70,-19.78,-59.33,34.67,57.00,-23.00,7.00
0.27,0.20,0.89,-23.62,-56.21,29.48,57.00,-16.00,-6.00
0.19,0.24,1.04,8.85,-45.04,35.83,54.00,-13.00,-3.00
0.16,0.27,1.09,-30.46,-7.75,15.99,55.00,-8.00,-6.00
0.10,0.27,1.16,0.55,-13.24,3.60,52.00,-4.00,-12.00
0.08,0.14,1.12,-69.27,-48.58,1.22,52.00,-5.00,-6.00
0.01,0.31,1.01,4.52,-14.22,6.96,51.00,-4.00,-10.00
-0.02,0.31,1.04,39.00,-15.75,7.14,49.00,-7.00,-13.00
0.02,0.16,0.99,11.72,4.64,-2.56,47.00,-5.00,-15.00
0.01,0.08,1.01,34.73,-3.23,-3.05,47.00,-7.00,-12.00
0.03,-0.03,0.99,9.64,-4.39,4.70,45.00,-5.00,-14.00
0.05,-0.02,1.01,4.27,0.18,-2.62,44.00,-6.00,-16.00
0.03,-0.04,1.01,8.91,-0.92,1.46,44.00,-5.00,-10.00
0.03,-0.05,1.01,1.77,0.31,0.00,44.00,-5.00,-13.00
0.03,-0.05,1.01,1.10,0.31,0.06,44.00,-6.00,-13.00
0.03,-0.05,1.01,0.79,0.24,0.06,44.00,-3.00,-17.00
0.03,-0.06,1.01,0.55,0.24,0.00,43.00,-8.00,-13.00
0.04,-0.06,1.01,0.37,0.18,0.00,44.00,-5.00,-10.00
0.04,-0.06,1.01,0.18,0.24,0.00,44.00,-4.00,-11.00
0.04,-0.06,1.01,0.31,0.18,0.18,43.00,-5.00,-18.00
0.03,-0.07,1.01,0.49,0.18,0.00,43.00,-5.00,-17.00
0.03,-0.06,1.01,0.12,0.18,-0.06,44.00,-6.00,-13.00
0.04,-0.06,1.01,0.00,0.18,0.00,44.00,-5.00,-13.00
0.03,-0.06,1.01,0.06,0.18,0.12,44.00,-5.00,-16.00
0.04,-0.06,1.01,-0.18,0.18,-0.06,44.00,-4.00,-16.00
0.04,-0.06,1.01,-0.37,0.12,0.00,42.00,-4.00,-14.00
0.03,-0.07,1.01,-0.43,0.12,0.00,44.00,-6.00,-15.00
0.04,-0.07,1.01,-0.43,0.06,0.06,43.00,-5.00,-14.00
0.04,-0.07,1.01,-0.43,0.12,0.00,44.00,-5.00,-13.00
0.04,-0.07,1.01,-0.49,0.12,-0.06,45.00,-5.00,-17.00
0.04,-0.07,1.01,-0.31,0.06,-0.06,44.00,-4.00,-18.00
0.04,-0.07,1.01,-0.43,0.06,0.00,44.00,-8.00,-14.00
0.04,-0.07,1.01,-0.24,0.06,0.06,43.00,-6.00,-16.00
